callsign,originCountry,lat,lon,alt,vel,dir,cat
SKW4807 ,United States,36.2263,-102.6112,9753.6,237.98,353.92,0
SYB074  ,Canada,28.5938,-82.0605,5623.56,166.29,280.34,0
SWA4815 ,United States,41.7806,-86.151,8366.76,236.09,84.75,0
UAL2647 ,United States,42.5513,-71.6025,3970.02,196.27,103.49,0
AAL1094 ,United States,31.1166,-81.2499,10058.4,238.65,12.45,0
N567SP  ,United States,42.4,-90.6999,,4.63,182.81,0
N6193L  ,United States,39.4375,-77.5502,1143.0,40.26,333.43,0
DAL403  ,United States,40.576,-106.7527,11277.6,245.04,60.85,0
JAL17   ,Japan,49.1992,-123.1792,,0.9,205.31,0
SWA4843 ,United States,35.36,-119.3412,9144.0,218.63,329.45,0
EJA567  ,United States,33.9231,-107.4901,12496.8,263.09,53.11,0
N697ND  ,United States,44.2217,-96.5546,1775.46,61.39,94.33,0
NKS3781 ,United States,37.8086,-82.3216,11269.98,218.5,3.37,0
SWA22   ,United States,29.8428,-89.9931,11277.6,250.83,128.42,0
UPS243  ,United States,41.3072,2.108,-45.72,65.4,245.85,0
SWA1950 ,United States,35.2042,-106.5841,11887.2,298.25,68.66,0
SWA3460 ,United States,38.3542,-107.5119,9745.98,217.68,252.25,0
N737AV  ,United States,33.4046,-112.7086,601.98,59.7,358.52,0
N5BM    ,United States,32.8255,-116.9135,1036.32,45.81,245.45,0
EDV5336 ,United States,40.7684,-73.8606,,0.77,45.0,0
SWG9421 ,Canada,43.8105,-79.3639,1188.72,84.46,297.97,0
VOI7856 ,Mexico,31.7967,-114.0706,11582.4,221.04,302.84,0
CXK663  ,United States,33.7918,-118.0837,304.8,42.36,294.39,0
N12679  ,United States,25.6769,-80.3102,411.48,55.41,254.93,0
N7147C  ,United States,40.4338,-111.9396,3169.92,56.59,270.0,0
N71PR   ,United States,26.3308,-80.3382,701.04,54.17,18.26,0
UAL588  ,United States,37.484,-107.7769,7018.02,203.48,28.38,0
JIA5574 ,United States,32.9222,-97.0303,373.38,97.32,357.58,0
DAL494  ,United States,42.2624,-83.3397,510.54,69.76,208.64,0
N476SK  ,United States,36.0225,-84.5464,7010.4,177.95,301.16,0
MEH     ,Australia,-33.4536,150.3012,3017.52,88.39,309.81,0
AAL2094 ,United States,20.283,-68.6078,10972.8,223.33,299.99,0
N51885  ,United States,32.471,-111.2635,944.88,48.18,186.75,0
LRC633  ,United States,13.7428,-90.5991,11269.98,233.56,121.76,0
N642SP  ,United States,40.666,-74.6871,838.2,50.63,37.57,0
N133NM  ,United States,32.0325,-102.1784,13106.4,184.17,269.84,0
ASA617  ,United States,34.6163,-117.6155,7924.8,208.1,318.51,0
FDC14   ,New Zealand,-41.843,173.3706,7620.0,135.42,20.22,0
AAL2437 ,United States,20.8122,-69.2434,10370.82,233.01,303.2,0
RYR39KU ,Ireland,41.6707,-3.6462,10363.2,193.58,357.72,0
SWA1615 ,United States,37.5971,-86.0846,11277.6,265.19,160.86,0
RYR51CQ ,Malta,49.8352,9.5058,11879.58,226.18,109.67,0
RYR9WJ  ,Ireland,39.449,-0.376,441.96,89.96,296.13,0
RYR17EA ,Ireland,42.9796,11.9556,7513.32,231.47,154.18,0
RYR89UJ ,Ireland,38.2856,-0.5827,0.0,79.01,100.51,0
RYR106M ,Ireland,41.9756,-3.3023,11125.2,260.78,256.54,0
RYR456K ,Ireland,43.5495,0.7567,10363.2,199.94,341.24,0
ZKEWZ   ,New Zealand,-37.228,175.1554,815.34,42.7,89.31,0
VIR354  ,United Kingdom,43.4565,16.0832,10058.4,279.16,127.59,0
RSX5211 ,Malta,31.0558,33.3385,10363.2,219.12,331.69,0
UCA4974 ,United States,28.6384,-97.2454,8229.6,256.46,45.08,0
EJA341  ,United States,40.8674,-74.0396,190.5,55.8,229.11,0
RPA3511 ,United States,37.6006,-84.3315,9144.0,213.34,248.94,0
N622MA  ,United States,33.4249,-86.7514,1104.9,120.08,12.37,0
LFA547  ,United States,28.3794,-80.962,838.2,39.87,252.73,0
N63767  ,United States,32.6273,-97.0851,350.52,38.06,346.72,0
EPI684  ,United States,29.0519,-80.9397,114.3,43.6,109.29,0
SWA3737 ,United States,35.3744,-116.3414,11887.2,258.87,53.4,0
JIA5024 ,United States,42.378,-71.2415,8229.6,248.61,34.97,0
WEN3136 ,Canada,51.8054,-114.2594,5463.54,139.33,159.69,0
DKH1668 ,China,45.6326,8.7153,,0.0,75.94,0
N519AF  ,United States,33.8531,-111.6132,1645.92,39.18,23.2,0
N4664R  ,United States,32.6362,-85.3864,640.08,42.26,86.51,0
N6175Q  ,United States,28.0022,-82.1881,609.6,44.8,145.76,0
BCS115  ,Ireland,50.9031,4.462,,2.5700000000000003,64.69,0
N4647Z  ,United States,42.995400000000004,-75.6417,1272.54,60.21,160.02,0
ZKTZK   ,New Zealand,-36.5599,174.7032,548.64,51.08,189.27,0
BCS5NR  ,Ireland,43.6772,13.1685,4655.82,191.3,258.21,0
N567PW  ,United States,34.2074,-118.4937,312.42,35.94,156.37,0
N123ZC  ,United States,39.2038,-93.0449,7924.8,126.32,242.6,0
RPA3442 ,United States,41.8472,-87.8953,1554.48,126.09,178.36,0
CGLUV   ,Canada,43.0279,-105.9075,13083.54,247.89,42.9,0
N1419F  ,United States,28.2429,-81.503,967.74,44.45,196.13,0
JBU2592 ,United States,31.1921,-81.4242,11285.22,232.76,5.96,0
ANA844  ,Japan,35.2565,139.7975,1531.62,115.66,345.84,0
WEN4715 ,Canada,51.1355,-114.0128,,0.0,90.0,0
DNA401  ,Romania,51.8777,-0.35050000000000003,-15.24,67.91,254.17,0
THY6445 ,Turkey,40.141,32.6268,11887.2,255.57,103.03,0
N735EB  ,United States,30.5032,-101.1605,2682.24,62.96,337.42,0
N622PF  ,United States,38.5282,-78.673,7086.6,229.22,78.74,0
ASA1172 ,United States,35.9849,-120.1168,10668.0,234.43,161.05,0
AAL1440 ,United States,28.5278,-98.8143,11277.6,247.62,15.42,0
AAL2683 ,United States,32.85,-97.0263,327.66,76.14,0.39,0
CXK421  ,United States,42.6079,-71.6414,1478.28,41.07,257.7,0
N46642  ,United States,36.3834,-80.8709,1706.88,42.71,358.62,0
N751FB  ,United States,38.0847,-96.4666,6408.42,139.81,6.55,0
N1796G  ,United States,32.8118,-117.1313,,2.06,2.81,0
NSE8882 ,Colombia,4.6819,-74.0717,3108.96,91.73,23.11,0
CGTBF   ,Canada,50.7832,-114.2678,2446.02,42.7,179.31,0
FM5     ,Germany,51.409,12.2299,,7.2,174.38,0
,United States,26.1037,-80.102,182.88,49.56,184.76,0
NDU622  ,United States,32.976,-111.5896,1059.18,56.36,354.24,0
UCA4909 ,United States,30.5627,-94.0512,6934.2,205.51,242.09,0
N695RB  ,United States,35.8559,-106.2058,2476.5,55.71,331.31,0
NKS363  ,United States,34.0542,-104.7694,10988.04,192.72,277.98,0
N592DR  ,United States,31.7484,-105.7144,12496.8,238.05,98.2,0
ERU392  ,United States,28.9951,-80.867,929.64,55.08,147.2,0
JSX406  ,United States,36.0732,-114.8341,2072.64,119.35,269.75,0
AAL384  ,United States,32.6295,-117.0716,4206.24,187.38,69.43,0
AAL500  ,United States,35.2666,-102.3993,11277.6,277.53,111.19,0
ANZ775M ,New Zealand,-41.737,174.7259,6096.0,133.73,214.97,0
AAL1165 ,United States,39.5473,-91.9988,9144.0,188.25,289.47,0
AAL142  ,United States,53.9901,-14.1852,11887.2,249.08,91.54,0
DAL2028 ,United States,40.1557,-93.2518,10675.62,266.66,92.1,0
ASA1010 ,United States,47.6472,-117.7883,1866.9,143.55,56.99,0
RYR7SX  ,Ireland,47.1474,-1.423,1493.52,117.03,96.56,0
RYR56PZ ,Ireland,36.9544,-4.7074,11277.6,234.53,231.95,0
THU860  ,Canada,48.69,-90.498,6438.9,98.74,294.96,0
JBU2023 ,United States,36.2686,-79.7005,10972.8,206.26,225.3,0
RYR67MZ ,Ireland,39.8056,-0.2164,10972.8,215.04,32.89,0
UCA4365 ,United States,38.9441,-77.4386,,13.89,11.25,0
RYR94PH ,Ireland,49.7133,17.4814,11277.6,224.1,152.67,0
,United States,39.2558,-85.8991,,,59.06,0
SKW4070 ,United States,40.6055,-120.3044,9753.6,251.85,355.43,0
RYR7TU  ,Ireland,38.2473,-7.6956,7543.8,204.24,179.71,0
RYR2721 ,Ireland,42.3545,0.3976,11277.6,257.19,192.01,0
SWA2236 ,United States,33.4344,-111.9938,,0.0,272.81,0
RYR4ZU  ,Ireland,50.5331,4.2219,12192.0,254.89,214.97,0
WUK9LM  ,United Kingdom,57.1863,13.6546,11582.4,228.01,242.74,0
RYR451Y ,Ireland,41.2348,-4.317,11277.6,244.71,184.82,0
N4467R  ,United States,40.476,-75.0255,670.56,55.05,195.72,0
N267PS  ,United States,28.1074,-82.3022,1196.34,83.94,341.79,0
SWA3569 ,United States,43.1729,-87.0429,10972.8,202.46,266.94,0
XSR368  ,United States,37.4774,-110.5142,12496.8,255.96,74.73,0
JAL57   ,Japan,40.5848,-124.936,11574.78,235.07,336.8,0
RYR937Z ,Malta,50.4004,7.1085,11277.6,236.62,106.94,0
N20572  ,United States,29.7377,-81.9679,2804.16,82.55,22.73,0
RYR76ZT ,Malta,44.3568,8.6847,10972.8,234.81,52.48,0
RYR4JM  ,Ireland,42.9145,-3.7518000000000002,11582.4,212.93,353.2,0
UAL2221 ,United States,42.9873,-87.9851,1623.06,130.17,259.76,0
SKW6539 ,United States,33.5815,-111.8352,2735.58,155.37,359.43,0
SWA2443 ,United States,37.2582,-117.2702,10972.8,232.28,321.84,0
N73192  ,United States,36.2107,-86.3259,518.16,44.09,199.07,0
RYR759H ,Ireland,50.471,4.4912,137.16,78.3,245.96,0
RYR874  ,Malta,45.4743,15.6751,1470.66,128.78,44.68,0
AAL2937 ,United States,40.7763,-73.8738,,0.13,171.56,0
RYR3KW  ,Ireland,39.9698,-1.9792,10218.42,202.59,266.36,0
UAL1696 ,United States,33.4932,-79.633,11582.4,204.91,214.57,0
RYR16UD ,Ireland,37.8184,12.917300000000001,10972.8,230.73,339.1,0
RYR622R ,Ireland,38.1407,27.1053,10972.8,229.47,336.48,0
RYR3XJ  ,Malta,47.6207,10.3829,11285.22,240.92,85.71,0
RYR44AK ,Malta,49.3338,18.8078,10363.2,228.45,224.82,0
RYR23MM ,Ireland,40.6529,-8.0055,11277.6,238.75,178.89,0
RYR228M ,Malta,46.2121,16.461,9319.26,218.47,345.96,0
BAW4TH  ,United Kingdom,31.1098,31.2011,5105.4,178.87,170.56,0
N830A   ,United States,28.2285,-82.7575,624.84,46.94,46.33,0
AAL301  ,United States,34.1365,-81.7747,6416.04,204.86,30.82,0
RYR4QR  ,Malta,50.5091,8.4547,11277.6,238.2,119.5,0
GTI3649 ,United States,39.7545,-92.3047,9959.34,191.19,266.61,0
RYR3SF  ,Malta,38.8746,-1.5413999999999999,11894.82,242.62,250.3,0
N2BD    ,United States,32.8287,-86.4438,9144.0,214.07,185.79,0
ASL67B  ,Lithuania,49.018,2.4513,739.14,89.33,265.04,0
ASA598  ,United States,39.4744,-112.185,10058.4,243.15,78.4,0
N445BT  ,United States,38.255,-80.7902,8229.6,153.46,11.8,0
N249CG  ,United States,28.9996,-81.7938,2598.42,87.98,143.8,0
N825US  ,United States,36.66,-114.6541,1653.54,57.87,316.8,0
RYR99WQ ,Ireland,44.8228,12.4807,11582.4,224.12,334.43,0
EIN56V  ,Ireland,42.7723,0.9048,10972.8,208.67,323.72,0
EIN799  ,Ireland,44.2427,18.0769,10972.8,217.69,309.82,0
CFIKQ   ,Canada,51.5108,-113.443,2423.16,55.05,90.54,0
RYR7VF  ,Malta,47.78,16.3119,3985.26,155.98,41.52,0
AAL1442 ,United States,30.199,-97.6697,,10.29,90.0,0
RYR28NZ ,Ireland,40.9273,11.2318,10972.8,235.62,90.13,0
EJA374  ,United States,27.7919,-80.0841,3581.4,157.17,43.94,0
RYR19AG ,Malta,43.198,8.7505,10972.8,229.94,38.46,0
VLG32UC ,Spain,39.6422,-8.1044,8740.14,190.98,45.33,0
SAS588  ,Ireland,52.3437,8.0826,11285.22,226.69,43.62,0
N843GX  ,United States,32.3855,-88.5966,13716.0,284.22,87.61,0
AAL2962 ,United States,40.3443,-88.6556,10668.0,259.33,115.5,0
N969F   ,United States,40.112,-105.2747,2529.84,76.54,278.89,0
DAL2576 ,United States,33.3466,-77.668,10957.56,217.01,196.24,0
EJU489U ,Austria,48.1246,6.87,5859.78,193.85,229.84,0
RYR6NL  ,Malta,46.6056,13.063,9753.6,223.54,68.39,0
MLEAD   ,United Kingdom,51.2866,3.2824,11849.1,245.88,281.71,0
N98561  ,United States,39.9019,-84.9194,830.58,37.47,261.31,0
BAW63GC ,United Kingdom,46.8562,13.2966,10363.2,230.59,304.36,0
RYR7DK  ,Malta,50.246,18.1394,10980.42,232.18,214.71,0
MRISE   ,United Kingdom,43.4553,16.9082,11292.84,254.4,123.79,0
KPO44   ,United States,36.7473,-80.043,12192.0,241.32,193.56,0
N324GV  ,United States,42.0349,-85.5466,4739.64,170.34,1.56,0
ENY3962 ,United States,32.3944,-93.6397,10363.2,192.27,264.47,0
EIN34Y  ,Ireland,52.1607,-3.1123,10972.8,201.77,296.83,0
N206HJ  ,United States,30.182,-97.6574,137.16,37.05,358.41,0
AAL599  ,United States,35.1947,-108.5144,8534.4,197.76,276.42,0
N6397B  ,United States,36.1648,-86.8925,213.36,47.16,13.88,0
N113UV  ,United States,39.8184,-111.8454,2438.4,71.92,353.84,0
DAL9962 ,United States,42.8525,-93.5915,10058.4,209.87,3.94,0
N216SR  ,United States,29.7364,-98.4508,304.8,33.91,350.39,0
N431JP  ,United States,34.0904,-118.0315,,0.0,315.0,0
DAL1362 ,United States,33.809,-83.9353,2438.4,107.95,169.01,0
N19650  ,United States,41.7845,-88.3189,640.08,43.96,34.99,0
N66409  ,United States,47.849,-95.9428,3627.12,90.55,269.35,0
CXK347  ,United States,40.2226,-111.7196,,4.89,11.25,0
ASP503  ,Canada,38.1203,-100.7629,13716.0,147.9,250.49,0
EIN40W  ,Ireland,46.7499,6.1827,10980.42,209.31,324.2,0
IBE07AL ,Spain,41.6242,-1.7328000000000001,11582.4,200.38,39.17,0
EIN54L  ,Ireland,52.5016,-4.2852,7901.94,200.0,298.08,0
ASP489  ,Canada,25.8023,-80.3148,106.68,54.06,87.82,0
N1019F  ,United States,34.1796,-117.9691,2103.12,59.18,88.51,0
WJA1948 ,Canada,45.5241,-64.5151,10972.8,191.97,251.08,0
GLO1324 ,Brazil,-23.1601,-46.0419,6667.5,208.19,12.56,0
N4246Q  ,United States,34.7341,-86.9473,556.26,52.27,216.19,0
N883AA  ,United States,37.691,-121.6283,3589.02,107.05,35.22,0
JES3163 ,Argentina,-35.3327,-59.5623,9753.6,198.21,230.9,0
N950LP  ,United States,32.9569,-96.8313,213.36,33.36,340.17,0
SKW5029 ,United States,41.5175,-86.4871,4884.42,164.91,301.61,0
N737ET  ,United States,33.1022,-97.5856,944.88,58.36,264.94,0
DAL2412 ,United States,29.834600000000002,-82.6906,10355.58,222.24,0.27,0
WUP902  ,United States,34.8683,-110.3316,9014.46,273.17,89.68,0
N989SG  ,United States,37.5147,-122.252,,0.0,278.44,0
N431LF  ,United States,47.9753,-122.58,335.28,77.12,287.47,0
N394BB  ,United States,33.7182,-83.812,1516.38,102.33,340.93,0
RYR1GM  ,Ireland,45.3768,0.354,10972.8,188.04,339.33,0
NKS1303 ,United States,32.1638,-89.0233,10492.74,242.88,18.4,0
SWA4675 ,United States,36.5983,-113.7983,7018.02,178.75,239.38,0
RYR2P   ,Ireland,53.1323,-5.5718,2118.36,120.19,327.94,0
RYR707P ,Ireland,45.8287,13.2042,952.5,82.83,89.64,0
RYR2296 ,Ireland,34.8019,-6.7553,11582.4,225.15,40.46,0
TSC653  ,Canada,43.3738,-72.8511,11277.6,248.68,22.37,0
N4449Y  ,United States,33.7531,-100.9546,2849.88,97.91,136.92,0
N737CP  ,United States,28.9745,-81.2746,609.6,51.06,310.91,0
N969JH  ,United States,38.2508,-77.4684,251.46,40.74,225.0,0
N825WL  ,United States,28.4269,-81.4502,182.88,64.84,321.77,0
VTS2812 ,United States,30.9636,-104.1466,10972.8,205.72,295.48,0
RYR1TU  ,Ireland,51.1547,-0.6637000000000001,3147.06,134.88,311.29,0
RYR837P ,Ireland,45.7509,8.0736,8465.82,211.31,275.31,0
AAL1247 ,United States,41.972,-87.8944,,5.66,95.62,0
RYR34JR ,Ireland,51.5397,14.1978,11277.6,215.9,105.2,0
SAS40G  ,Ireland,59.6569,17.9453,,9.26,75.94,0
RYR406B ,Ireland,48.6836,17.569,11445.24,238.44,302.94,0
N873PA  ,United States,44.8545,-94.0272,990.6,51.02,93.47,0
TVS6P7  ,Czech Republic,47.5988,9.9084,12192.0,234.13,74.71,0
N87W    ,United States,35.7506,-81.7136,830.58,36.42,323.62,0
RYR439W ,Malta,45.3206,12.329,5120.64,209.22,50.99,0
PDU65   ,United States,40.4127,-86.9336,,0.06,47.81,0
AMX016  ,United States,-12.0189,-77.1147,12496.8,244.77,149.99,0
AAL2596 ,United States,33.1005,-113.0782,9433.56,258.12,99.41,0
CGCGA   ,Canada,47.5344,-79.8319,1645.92,77.0,167.26,0
N519MT  ,United States,32.9394,-102.593,1272.54,65.63,193.6,0
EDV5511 ,United States,37.8435,-78.9035,7010.4,246.88,109.98,0
DAL872  ,United States,35.6808,-80.6926,10660.38,264.75,57.7,0
AAL2465 ,United States,33.3109,-111.9863,10972.8,200.39,284.57,0
N916PB  ,United States,39.5042,-104.8293,2255.52,40.67,161.57,0
N71TS   ,United States,33.636,-102.3214,1539.24,93.99,5.02,0
N131HN  ,United States,38.7262,-80.0738,1569.72,52.77,209.81,0
RYR66GR ,Ireland,48.989,-0.8001,10972.8,175.03,355.11,0
RPA4633 ,United States,40.5333,-83.2747,7703.82,214.26,45.29,0
UAL2226 ,United States,42.0358,-87.9566,1318.26,126.3,38.55,0
SWA8542 ,United States,41.781,-87.7463,182.88,61.5,313.31,0
DAL1077 ,United States,37.6504,-76.8297,11277.6,246.48,28.01,0
MTU50   ,United States,35.6844,-86.4424,899.16,66.31,189.83,0
RPA3681 ,United States,42.9791,-73.7055,6416.04,185.18,197.13,0
N517SS  ,United States,36.9114,-76.0123,12496.8,240.89,29.14,0
NIJ     ,Australia,-37.9355,144.7784,411.48,38.97,222.32,0
MXY210  ,United States,36.1046,-80.4221,10058.4,213.5,0.55,0
UAL3810 ,United States,34.4842,-103.6383,11277.6,296.37,88.91,0
N215U   ,United States,26.8624,-81.7626,899.16,52.55,288.26,0
CSN308  ,China,52.3135,4.7654,,3.09,210.94,0
BOE950  ,United States,47.5359,-122.3111,,0.0,329.06,0
SKW5669 ,United States,40.9711,-99.2972,8534.4,194.18,260.24,0
N168SW  ,United States,28.6992,-87.9156,9753.6,204.03,285.05,0
N138PS  ,United States,37.3352,-76.9515,1866.9,116.21,339.8,0
AAR708  ,Republic of Korea,19.5025,121.8051,10668.0,245.32,22.05,0
SWA2402 ,United States,35.7464,-83.715,10058.4,308.86,102.99,0
,United States,42.9448,-87.8992,,5.66,67.5,0
AAR215  ,Republic of Korea,37.6201,-122.3813,,6.69,118.12,0
JAL46   ,Japan,40.8681,48.1837,10058.4,269.23,92.08,0
CXK1009 ,United States,35.6203,-80.5023,670.56,58.32,59.82,0
EFW75H  ,United Kingdom,49.0759,-2.3575,10058.4,194.92,38.14,0
SLJ103  ,Italy,39.3766,14.4321,9753.6,228.93,356.13,0
N173AW  ,United States,44.3692,-93.6729,624.84,53.84,135.77,0
FFT45   ,United States,39.7087,-90.1802,10043.16,239.46,23.15,0
N468DB  ,United States,42.9609,-82.2598,548.64,72.41,316.44,0
ENY3788 ,United States,41.7178,-79.3553,10058.4,268.59,100.71,0
UAL2646 ,United States,33.0601,-98.2555,8023.86,188.78,291.25,0
N1956V  ,United States,44.1264,-96.899,1165.86,42.29,189.81,0
N75EK   ,United States,31.5386,-103.5816,13106.4,200.68,280.94,0
UAL1332 ,United States,42.6863,-72.647,7559.04,233.51,99.25,0
UAL1741 ,United States,37.8087,-80.7022,11277.6,268.34,85.49,0
LXJ608  ,United States,30.1794,-97.6573,,1.29,357.19,0
AAL1672 ,United States,33.7362,-118.5312,2796.54,144.41,167.45,0
DAL383  ,United States,39.7029,-94.441,11277.6,290.22,86.34,0
N336MA  ,United States,28.815,-81.8235,342.9,41.12,316.52,0
SWA2110 ,United States,31.304,-88.2408,11277.6,271.51,104.48,0
N12933  ,United States,29.9015,-82.2122,883.92,49.24,206.03,0
N336MC  ,United States,41.5991,-88.067,426.72,31.91,1.85,0
OXF9304 ,United States,33.9553,-111.6958,2545.08,69.42,348.02,0
EJU87TM ,Austria,46.244,8.5317,6690.36,191.83,190.19,0
AIQ145  ,Thailand,14.1072,100.5256,1363.98,140.66,100.32,0
UAL109  ,United States,38.945,-77.4422,,0.0,357.19,0
DAL773  ,United States,33.9735,-118.1911,1043.94,116.52,263.41,0
AAL3017 ,United States,33.4439,-95.2653,6957.06,264.32,66.73,0
ENY3789 ,United States,35.2998,-94.6181,7924.8,227.17,189.91,0
SWA4785 ,United States,31.0608,-82.2766,11887.2,234.82,15.89,0
UAL1354 ,United States,34.1996,-118.494,815.34,75.12,91.18,0
CXK369  ,United States,41.7704,-88.455,274.32,40.67,272.17,0
AAL2837 ,United States,36.0806,-115.1365,,0.39,45.0,0
N456SP  ,United States,38.9447,-84.3217,1036.32,62.61,43.0,0
DAL1525 ,United States,30.575,-83.9292,10363.2,215.47,327.18,0
EXS24LT ,United Kingdom,48.2386,-0.8775000000000001,11582.4,193.4,345.52,0
GEC8346 ,Germany,45.2171,18.7193,11262.36,234.6,118.7,0
GTI340  ,United States,36.6796,135.3523,11887.2,306.06,85.37,0
ABL752  ,Republic of Korea,22.965,113.4397,10706.1,247.53,83.44,0
EFW2FC  ,United Kingdom,45.575,-2.7885,10363.2,192.66,9.84,0
SWA5008 ,United States,37.5221,-110.5481,10668.0,259.17,65.11,0
KLM641  ,Kingdom of the Netherlands,40.644,-73.7597,106.68,74.02,300.49,0
UAL1329 ,United States,40.7264,-74.0819,495.3,80.85,186.94,0
N676DW  ,United States,29.3265,-81.4627,944.88,54.18,337.09,0
N12EE   ,United States,32.9312,-112.0961,1386.84,65.63,256.4,0
N603BG  ,United States,33.491,-111.4937,1950.72,107.72,204.85,0
RUK82YL ,United Kingdom,44.2982,0.4748,11582.4,195.8,347.1,0
N168TC  ,United States,35.938,-89.6988,1005.84,67.52,183.49,0
AAR734  ,Republic of Korea,37.2903,126.5718,1066.8,91.62,325.06,0
SAS88P  ,Ireland,54.6269,6.0259,10058.4,213.69,74.36,0
GPD438  ,United States,42.8612,-72.5231,4709.16,154.28,163.14,0
N4904   ,United States,26.1864,-80.2943,579.12,46.02,84.23,0
N263JM  ,United States,26.0229,-81.0181,1981.2,148.16,126.67,0
N53340  ,United States,27.1551,-80.2848,762.0,48.53,274.86,0
DAL2675 ,United States,44.7547,-93.4391,2598.42,151.7,201.69,0
N788FA  ,United States,33.4001,-84.2885,510.54,40.49,62.78,0
CXI2084 ,Czech Republic,36.0372,26.7744,10363.2,221.36,330.63,0
KAL1310 ,Republic of Korea,37.5564,126.8006,,0.0,225.0,0
        ,Australia,-33.9365,151.1764,,8.23,84.38,0
WUP17   ,United States,34.1642,-79.4826,8229.6,160.0,37.42,0
UAL2364 ,United States,43.6885,-79.6323,,6.43,315.0,0
SAS2536 ,Ireland,53.3311,5.2351,10058.4,206.17,56.19,0
,United States,35.5216,-78.3992,327.66,37.27,200.19,0
ABR1MX  ,Ireland,45.4145,8.9321,2339.34,126.22,169.19,0
SDM6844 ,Russian Federation,56.3821,83.9832,10668.0,258.78,89.43,0
FFT1892 ,United States,35.5234,-84.4736,10683.24,248.0,179.05,0
WMN682  ,United States,32.8687,-88.8431,12192.0,192.16,242.06,0
UAL1743 ,United States,30.6575,-93.8414,7711.44,195.13,242.35,0
,United States,37.2184,-117.0384,9448.8,226.94,131.97,0
AAL2634 ,United States,21.2389,-72.7115,10972.8,236.29,303.27,0
DAL1614 ,United States,40.8122,-90.8713,10058.4,261.08,69.71,0
UAL307  ,United States,36.7336,-113.7558,6256.02,160.22,222.4,0
PSBDC   ,Brazil,-23.6179,-46.7076,990.6,28.07,333.9,0
SAS60J  ,Ireland,51.747,1.5681,7444.74,218.21,254.13,0
AAR2959 ,Republic of Korea,50.8608,-103.3517,12192.0,204.18,303.49,0
ABR176  ,Ireland,50.5941,5.7485,4107.18,117.28,132.16,0
N6028F  ,United States,45.6276,-122.3869,274.32,40.18,288.67,0
FFT1961 ,United States,34.5967,-104.6086,10972.8,181.94,280.26,0
N738BG  ,United States,35.848,-79.3792,1097.28,49.94,18.62,0
SKW3801 ,United States,42.2765,-112.6873,8717.28,210.86,168.74,0
N16VC   ,United States,38.5177,-85.5591,1188.72,47.56,51.15,0
ASL92Y  ,Lithuania,41.3512,-0.166,10972.8,212.48,90.69,0
UAL1941 ,United States,41.972,-87.8937,,7.2,87.19,0
ENY3822 ,United States,37.8934,-77.3532,5021.58,183.29,13.8,0
SWA5205 ,United States,32.7249,-96.9911,10972.8,211.39,316.08,0
N76MG   ,United States,36.2905,-84.9252,4572.0,134.63,110.58,0
SKW5862 ,United States,41.5297,-104.032,8229.6,233.8,12.32,0
SWA621  ,United States,37.207,-111.6254,9753.6,216.02,264.53,0
N268PC  ,United States,34.006,-83.8477,1821.18,115.52,281.56,0
AMX421  ,United States,25.8059,-80.6995,5554.98,187.7,232.13,0
CXK355  ,United States,40.3001,-74.3358,1150.62,53.39,334.92,0
MHQ     ,Australia,-33.9364,147.6132,3962.4,90.55,89.35,0
N79BK   ,United States,32.8984,-86.9402,6705.6,125.35,221.67,0
RYR7BM  ,Malta,43.1642,10.3489,2956.56,177.99,339.0,0
N608FM  ,United States,33.8139,-118.1531,-7.62,29.84,270.0,0
RYR1EF  ,Malta,41.1342,16.701,11582.4,220.12,275.36,0
RYR3HM  ,Malta,41.5858,3.7385,11582.4,229.06,77.68,0
SEH6CA  ,Greece,38.8251,21.3774,5791.2,151.55,122.67,0
ENY3700 ,United States,33.4336,-112.0038,,3.34,180.0,0
QTR881  ,Qatar,22.9177,84.8587,11582.4,212.67,274.72,0
TAM3883 ,Brazil,-22.9649,-46.4908,4030.98,159.84,193.59,0
ENY3411 ,United States,33.2914,-96.4719,5280.66,179.96,229.75,0
TWB160  ,Republic of Korea,25.9001,121.6364,11277.6,262.28,44.76,0
SWA3112 ,United States,38.6603,-79.5353,9753.6,213.5,258.04,0
TAM3856 ,Brazil,-15.9539,-47.3766,10363.2,248.06,4.04,0
EAU57B  ,Malta,30.0925,-97.9734,13708.38,224.07,237.66,0
JIA5094 ,United States,35.9911,-79.4217,6705.6,184.65,259.57,0
JAS320  ,United States,27.4753,-79.758,4396.74,160.84,193.5,0
CXK647  ,United States,33.1528,-117.1258,853.44,37.47,261.31,0
N210MY  ,United States,34.6945,-82.4266,2606.04,84.88,180.0,0
UAL1053 ,United States,40.2132,-100.8288,10972.8,204.66,251.84,0
UTY2832 ,Australia,-25.1073,151.7893,9471.66,209.25,324.71,0
DAL280  ,United States,48.5662,-126.828,11887.2,258.71,99.5,0
JBU1074 ,United States,38.4933,-75.2776,10660.38,251.99,31.65,0
N336LA  ,United States,40.2963,-123.8549,4533.9,133.09,155.81,0
ASP864  ,Canada,48.8184,-123.547,1303.02,112.0,236.24,0
DAL645  ,United States,20.2446,-98.8857,7124.7,229.74,342.54,0
N9143   ,United States,42.1869,-71.1426,426.72,61.01,155.6,0
EJA804  ,United States,45.3887,-76.435,12192.0,217.71,264.17,0
ENY4165 ,United States,36.1967,-95.7802,7924.8,185.9,261.09,0
