callsign,originCountry,lat,lon,alt,vel,dir,cat
ZKBKA   ,New Zealand,-38.7516,176.0961,426.72,31.28,315.0,0
N117WR  ,United States,36.3441,-114.3103,4411.98,150.16,231.68,0
MPH9411 ,Kingdom of the Netherlands,52.2952,4.7593,,0.0,250.31,0
,Finland,64.7158,28.1501,6103.62,135.9,200.15,0
FIN9EJ  ,Finland,59.7404,24.935,6408.42,109.51,315.95,0
FIN5AZ  ,Finland,60.4691,24.8776,762.0,88.82,244.62,0
GLO1361 ,Brazil,-23.4557,-47.0048,3025.14,125.59,137.16,0
FIN447  ,Finland,61.1369,24.7354,6560.82,125.56,1.4100000000000001,0
UAL35   ,United States,41.6366,-125.4416,9144.0,223.39,333.32,0
N35RV   ,United States,32.6098,-98.4362,2446.02,81.36,150.03,0
,United States,32.4172,-111.2036,853.44,50.0,273.54,0
,United States,35.5149,-78.3987,350.52,48.73,100.95,0
TRA9Y   ,Kingdom of the Netherlands,40.7151,-6.6632,11582.4,209.92,45.89,0
LNI79   ,Indonesia,-0.6667000000000001,102.3711,11887.2,229.23,136.27,0
GLO1392 ,Brazil,-22.3471,-46.639,8641.08,209.24,193.8,0
N700TD  ,United States,40.6071,-88.3248,7924.8,133.78,217.97,0
GJS4496 ,United States,42.3284,-84.0265,10668.0,263.61,85.75,0
LNI093  ,Indonesia,11.367,76.2445,11277.6,240.96,112.73,0
TRA45V  ,Kingdom of the Netherlands,45.0677,0.9152,12192.0,205.41,2.15,0
N303XT  ,United States,32.0731,-87.6285,12496.8,279.75,69.1,0
TAY816  ,Austria,41.4662,45.3765,9753.6,233.73,276.95,0
VLG25YF ,Spain,42.9596,0.009600000000000001,10668.0,238.92,260.46,0
VLG38QT ,Spain,39.3788,-7.8025,10066.02,247.53,173.44,0
PHM107  ,United States,29.3756,-90.2118,624.84,70.17,296.57,0
N546ND  ,United States,39.9851,-105.0913,2209.8,47.42,195.09,0
SWA3216 ,United States,37.6301,-85.3496,7178.04,215.51,166.89,0
ASA322  ,United States,38.8001,-78.2806,3116.58,153.3,47.58,0
LXJ541  ,United States,23.9383,-73.101,13114.02,223.45,303.07,0
UAL837  ,United States,43.6733,-127.0607,9144.0,216.89,325.63,0
SWA3630 ,United States,41.2494,-94.9387,11582.4,204.29,257.05,0
ENY3762 ,United States,30.7426,-84.7842,8801.1,209.88,303.81,0
AAL1231 ,United States,32.8282,-97.0551,449.58,77.17,0.38,0
EJA915  ,United States,34.6862,-112.3672,7620.0,190.55,154.75,0
N6281C  ,United States,32.7122,-97.355,609.6,49.6,354.64,0
SAS4478 ,Norway,69.7385,23.5574,11894.82,229.96,69.98,0
CGSMJ   ,Canada,44.3885,-80.0043,1059.18,57.32,298.41,0
THY3LZ  ,Turkey,41.2139,28.7287,304.8,73.58,358.8,0
THY1273 ,Turkey,42.6245,28.2264,10957.56,226.87,143.39,0
FFT1926 ,United States,35.2822,-79.4673,4541.52,183.33,6.61,0
N466CD  ,United States,36.6101,-87.4117,213.36,40.8,346.14,0
MTU99   ,United States,35.8794,-86.3021,1318.26,49.5,127.82,0
JBU1371 ,United States,29.1024,-79.1218,10972.8,230.22,189.0,0
,United States,34.7387,-90.5778,2407.92,75.12,231.95,0
CFE78PG ,United Kingdom,55.6011,-3.1538,2766.06,134.38,7.48,0
TRA94J  ,Kingdom of the Netherlands,45.1522,0.965,9753.6,198.0,354.33,0
ERY97   ,United States,35.8019,-96.6573,8305.8,244.45,60.36,0
N915RR  ,United States,28.9142,-82.5382,502.92,53.47,97.74,0
DAL1172 ,United States,32.1075,-84.5245,10668.0,258.16,166.52,0
UAL535  ,United States,39.1917,-111.2233,10363.2,224.5,259.44,0
SWA4801 ,United States,30.37,-94.0889,8846.82,207.17,236.55,0
JIA5029 ,United States,35.894800000000004,-86.7022,975.36,127.87,340.98,0
RAM795M ,Morocco,33.8341,-6.7453,6492.24,202.61,213.61,0
THY8JU  ,Turkey,44.1921,8.0663,10058.4,228.74,261.72,0
N300KS  ,United States,44.148,-90.3625,6713.22,186.77,304.0,0
N373MM  ,United States,29.6414,-95.6515,2004.06,148.36,92.98,0
N36262  ,United States,30.7155,-98.2305,617.22,52.22,214.16,0
JBU1948 ,United States,36.1408,-114.9809,1882.14,146.89,82.35,0
N5602V  ,United States,33.5158,-95.9286,853.44,69.02,349.7,0
TKJ2KA  ,Turkey,40.3134,30.6772,7467.6,204.51,275.05,0
RKJ750  ,United States,39.9727,-106.1867,14325.6,227.17,246.51,0
UAL2329 ,United States,42.1266,-84.7085,10058.4,260.14,94.65,0
N60WP   ,United States,41.7193,-76.0224,7315.2,159.32,51.69,0
N110UV  ,United States,40.2174,-111.718,,0.0,146.25,0
UAL586  ,United States,39.9053,-103.3625,7924.8,238.76,86.05,0
N383AK  ,United States,61.2642,-152.1344,1371.6,28.14,59.22,0
UAL262  ,United States,46.4444,-122.6868,6408.42,208.34,354.33,0
N300JC  ,United States,32.6596,-111.4294,12824.46,207.95,162.73,0
ERU878  ,United States,29.3736,-81.0936,769.62,50.26,337.11,0
N2777E  ,United States,33.8304,-117.4407,1066.8,48.45,138.01,0
N3249J  ,United States,40.9657,-86.1937,1386.84,86.78,190.24,0
N92XF   ,United States,26.5017,-80.4687,754.38,45.89,142.74,0
ACA265  ,Canada,43.6822,-79.6242,,5.92,320.62,0
NKS310  ,United States,38.3468,-78.0873,8214.36,207.1,234.81,0
WEN3130 ,Canada,49.2011,-123.184,,7.2,278.44,0
N551BW  ,United States,35.5093,-94.5686,1196.34,53.65,255.56,0
SIL73   ,United States,25.7019,-81.6753,4823.46,111.29,353.63,0
N276BL  ,United States,37.9575,-107.9269,2735.58,49.05,102.72,0
TRA40R  ,Kingdom of the Netherlands,48.6461,1.7958,12192.0,204.51,17.57,0
FFT2468 ,United States,40.9882,-81.7414,3528.06,169.86,1.9100000000000001,0
JBU2451 ,United States,22.3056,-72.8229,10675.62,237.6,111.06,0
SWA1155 ,United States,39.5941,-82.7129,11582.4,193.3,284.96,0
N755P   ,United States,41.3277,-88.1914,2720.34,120.47,100.83,0
AAY578  ,United States,28.7529,-83.3487,5189.22,220.12,155.71,0
ISR844  ,Israel,39.883,29.3912,11894.82,226.91,157.33,0
JIA5449 ,United States,32.6721,-95.9633,6377.94,231.26,94.72,0
JBU2072 ,United States,21.6493,-71.1553,10972.8,230.19,301.38,0
EDV5260 ,United States,40.6813,-74.1874,,0.0,286.88,0
N750GJ  ,United States,35.7953,-115.3091,3924.3,37.74,242.39,0
ASA642  ,United States,33.6308,-118.0645,1493.52,117.71,56.59,0
UAL1339 ,United States,25.203,-79.0161,,246.64,126.18,0
DHK2135 ,United Kingdom,55.9544,-3.3541,,3.34,2.81,0
N775TB  ,United States,46.5258,-96.8469,10523.22,194.46,139.4,0
DHK4983 ,United Kingdom,46.3766,6.3312,2857.5,143.0,71.11,0
N52057  ,United States,34.7181,-86.6686,518.16,50.66,189.94,0
ASA1321 ,United States,47.3078,-122.4802,2583.18,137.5,272.57,0
N97FF   ,United States,40.0069,-105.0568,1699.26,44.42,208.35,0
N512ME  ,United States,44.3829,-91.6258,8534.4,141.5,284.74,0
JTZ435  ,United States,27.4975,-81.9088,8938.26,164.34,342.7,0
THY9ET  ,Turkey,40.975,28.4053,883.92,111.64,90.53,0
RPA4803 ,United States,38.6632,-84.0172,4808.22,179.92,303.69,0
N112SP  ,United States,45.4387,-93.4432,1005.84,70.66,132.05,0
N757GV  ,United States,43.1635,-94.527,2834.64,90.44,36.67,0
LXJ363  ,United States,33.6201,-111.9165,,0.0,303.75,0
N21LF   ,United States,39.1576,-84.2563,792.48,37.81,255.02,0
N8649T  ,United States,41.4859,-86.0578,1219.2,57.76,252.37,0
N94822  ,United States,35.9268,-79.3645,1097.28,35.68,275.79,0
WUP834  ,United States,33.6039,-78.8522,6096.0,124.13,227.18,0
DAL3165 ,United States,35.5966,-85.9882,8229.6,261.62,156.96,0
N585PL  ,United States,35.351,-96.4908,13106.4,247.42,13.83,0
UAL1418 ,United States,25.7905,-80.5932,929.64,93.5,114.03,0
DHK3999 ,United Kingdom,54.3253,-2.8609,8389.62,245.46,148.54,0
DAL2711 ,United States,33.6491,-84.0806,1524.0,87.48,271.35,0
N7611S  ,United States,38.4648,-75.5113,1584.96,67.91,0.0,0
DHK210P ,United Kingdom,57.056,7.1626,11887.2,242.67,169.62,0
UAL1455 ,United States,27.5998,-83.6148,10972.8,221.46,281.39,0
N165RD  ,United States,46.9654,-97.2503,5341.62,193.51,260.51,0
SWA1412 ,United States,41.5029,-88.1148,1409.7,135.52,62.66,0
EJA373  ,United States,28.4932,-81.989,11689.08,172.88,316.81,0
GBA442  ,New Zealand,-36.7416,175.4605,1729.74,81.49,277.62,0
ANZ141  ,New Zealand,-29.4202,154.6085,10668.0,187.05,318.9,0
N526CF  ,United States,35.2743,-93.3433,12138.66,279.17,119.35,0
ANZ178M ,New Zealand,-40.3199,175.5911,-7.62,51.44,90.0,0
BEL5EP  ,Belgium,51.6451,6.9182,11551.92,217.24,43.56,0
CGSJV   ,Canada,42.54,-79.7509,10652.76,221.82,4.26,0
BEL9BP  ,Belgium,48.5785,11.5843,3360.42,174.82,310.35,0
LXJ548  ,United States,31.6899,-87.2447,13716.0,209.17,225.1,0
AAL1390 ,United States,31.8071,-94.3425,10972.8,202.24,285.95,0
HEZ522  ,Israel,35.7368,27.8467,11277.6,247.21,118.32,0
POE512  ,Canada,32.5086,-81.2085,11277.6,224.55,4.73,0
N135LF  ,United States,36.142,-86.8017,198.12,0.0,312.19,0
THY9AW  ,Turkey,41.0736,28.1961,1927.86,126.28,124.21,0
N993CE  ,United States,39.7292,-81.9213,9921.24,217.84,355.26,0
ENY4122 ,United States,34.6477,-84.8705,9448.8,294.82,91.0,0
N469M   ,United States,26.4132,-80.5835,3596.64,111.47,7.16,0
N4735H  ,United States,42.1217,-71.1383,601.98,41.88,152.18,0
APG602  ,Philippines,14.5146,121.0304,83.82,69.81,240.41,0
N470WC  ,United States,30.3237,-81.9045,464.82,59.61,295.02,0
PLC3    ,New Zealand,-37.0559,174.9559,563.88,50.94,271.16,0
GJS4186 ,United States,40.652,-75.3953,7490.46,187.73,240.63,0
THY4TA  ,Turkey,39.8264,29.9197,8907.78,232.98,336.72,0
ZKSXP   ,New Zealand,-38.7452,175.6557,563.88,47.53,170.03,0
AAL1279 ,United States,30.0054,-97.8224,4739.64,199.14,197.59,0
DSU25   ,United States,33.7749,-90.7792,365.76,67.92,178.7,0
N378WT  ,United States,30.4494,-97.7318,1196.34,66.37,270.89,0
UAL47   ,United States,47.4836,-79.2382,10972.8,240.71,227.69,0
N35RH   ,United States,31.5736,-99.4619,2240.28,78.01,77.43,0
ROU1910 ,Canada,51.1966,-104.5185,11269.98,253.81,92.21,0
POE207  ,Canada,43.685,-79.6229,,0.0,315.0,0
SKW3766 ,United States,33.7283,-113.7059,10363.2,204.47,311.43,0
TSC539  ,Canada,35.5225,-80.7238,12496.8,246.13,15.52,0
THY372  ,Turkey,43.8605,39.1483,10066.02,30.0,185.91,0
N686CF  ,United States,36.0336,-86.3993,1508.76,122.59,92.89,0
N4454R  ,United States,33.671,-83.7693,853.44,51.66,225.81,0
LXJ556  ,United States,30.387,-81.5109,11887.2,235.75,4.25,0
N945TB  ,United States,40.4881,-104.84,2865.12,48.78,27.65,0
ASA405  ,United States,35.3492,-97.8154,2933.7,147.31,291.73,0
N828FG  ,United States,41.2054,-76.9748,1143.0,58.21,115.66,0
CEB563  ,Philippines,13.2738,122.023,9448.8,239.37,135.52,0
N619CT  ,United States,30.2546,-96.1953,1516.38,59.92,74.05,0
N22265  ,United States,39.5281,-104.694,2179.32,53.03,292.83,0
AAL1402 ,United States,28.0495,-82.5394,327.66,82.35,181.79,0
N560TX  ,United States,29.9109,-91.213,11582.4,195.61,297.91,0
BEL3LY  ,Belgium,47.4776,3.1594,8839.2,268.58,157.12,0
BEL9GZ  ,Belgium,50.0552,8.2823,10660.38,229.47,103.35,0
COL762  ,United States,38.1644,-107.9847,11582.4,187.56,244.84,0
EJA518  ,United States,41.1634,-88.8419,10767.06,227.98,4.14,0
N21NX   ,United States,43.6536,-94.5688,7924.8,128.02,239.31,0
QLK101D ,Australia,-33.9387,151.176,,11.32,348.75,0
QLK422D ,Australia,-34.205,149.99,4876.8,127.06,74.5,0
N9881V  ,United States,32.8694,-80.054,190.5,47.63,27.67,0
EJA453  ,United States,34.6373,-80.326,8221.98,221.73,193.55,0
MAC486  ,Morocco,39.4627,4.1888,11269.98,229.21,244.76,0
MAC454  ,Morocco,38.0873,-2.7188,11277.6,247.8,226.43,0
MAC822Y ,Morocco,40.9953,0.1111,11887.2,243.62,196.94,0
RPA4786 ,United States,38.1197,-85.7083,419.1,67.5,345.43,0
STY543  ,United States,37.1676,-80.2938,11879.58,217.93,6.37,0
DAL885  ,United States,36.6547,-87.4615,8229.6,255.96,139.97,0
CEB804  ,Philippines,14.6474,121.2229,1516.38,96.8,198.92,0
NAC723  ,United States,61.9358,-150.9276,5410.2,178.11,139.69,0
ZKTAJ   ,New Zealand,-37.231,175.0663,822.96,49.9,90.0,0
BEL56L  ,Belgium,45.6253,8.7167,,0.0,168.75,0
BEL1EW  ,Belgium,54.5712,6.1042,11894.82,205.18,19.48,0
ABY463  ,United Arab Emirates,28.3132,75.6284,6210.3,231.19,87.58,0
N501E   ,United States,38.2336,-85.6514,213.36,24.4,235.3,0
N228BS  ,United States,39.0943,-77.5496,495.3,71.66,150.31,0
JBU434  ,United States,42.9597,-74.8162,10050.78,251.28,105.8,0
N968TC  ,United States,45.0302,-89.5956,647.7,65.25,234.3,0
SKW5231 ,United States,39.3914,-91.1948,10668.0,261.44,47.55,0
PDT5804 ,United States,33.8293,-83.7389,9753.6,192.66,237.54,0
LXJ335  ,United States,41.9149,-72.2438,3337.56,197.09,40.34,0
N165TW  ,United States,33.6846,-118.2421,1013.46,40.26,190.3,0
LPW     ,Australia,-37.7886,145.103,1447.8,53.41,7.19,0
ETD97D  ,United Arab Emirates,47.3166,10.68,11277.6,257.64,105.76,0
VJA130  ,United States,40.4911,-103.1329,12496.8,206.32,250.48,0
N81BV   ,United States,33.7989,-118.3347,68.58,31.02,310.29,0
OUA20   ,United States,35.3462,-97.0624,1645.92,64.45,73.3,0
N236AP  ,United States,42.3263,-84.289,4937.76,110.02,245.11,0
SIL85   ,United States,26.2507,-80.1934,2232.66,90.79,293.37,0
N5256H  ,United States,38.3023,-85.5843,571.5,35.17,264.12,0
SKW3469 ,United States,34.9576,-118.4535,8534.4,216.75,295.59,0
ASA300  ,United States,28.237,-81.3661,922.02,105.45,84.4,0
GJS4410 ,United States,41.985,-87.8904,,0.06,180.0,0
GTI8358 ,United States,34.573,143.5834,10058.4,282.24,96.59,0
AAL3071 ,United States,34.1901,-81.013,7566.66,242.02,184.51,0
N31MW   ,United States,27.3015,-81.9805,9204.96,223.35,284.68,0
N501ER  ,United States,34.2636,-118.417,304.8,0.0,0.0,0
CEB279  ,Philippines,11.7323,119.69,10972.8,244.19,205.05,0
CEB311  ,Philippines,14.5176,121.0171,,1.8,315.0,0
N190CA  ,United States,40.0654,-76.1822,5120.64,121.05,272.92,0
WUP882  ,United States,41.3225,-70.4006,4046.22,81.71,294.95,0
N508FG  ,United States,40.1556,-74.6257,685.8,47.55,5.59,0
N278JM  ,United States,41.2873,-73.3949,4953.0,121.94,63.98,0
AVA184  ,United States,-21.7924,-48.0205,8572.5,237.0,324.27,0
N4487P  ,United States,43.0666,-92.5975,304.8,38.49,307.94,0
N355ME  ,United States,35.1295,-106.8218,1882.14,41.29,59.28,0
SKW5563 ,United States,31.0227,-93.9902,7802.88,183.51,222.5,0
AAL859  ,United States,28.9446,-77.8842,10066.02,227.27,344.64,0
ENY4188 ,United States,40.8724,-80.6369,3086.1,170.7,126.42,0
N132CA  ,United States,32.7805,-116.8857,1203.96,51.31,206.82,0
JBU896  ,United States,34.0699,-83.5363,6949.44,236.13,53.5,0
MAC378Z ,Morocco,35.7181,-5.9829,2042.16,137.83,252.85,0
CEB752  ,Philippines,13.762,119.6119,9037.32,246.18,79.16,0
N31RM   ,United States,34.3178,-117.9222,7315.2,143.66,320.67,0
AAL3152 ,United States,28.8747,-91.521,10363.2,220.06,286.57,0
FDX5225 ,United States,51.3107,3.1241,9753.6,239.88,282.64,0
POE124  ,Canada,43.9785,-78.9007,2903.22,136.9,227.44,0
N518MV  ,United States,39.5899,-82.3692,2773.68,133.65,351.59,0
UAL1983 ,United States,41.9716,-87.9133,,7.72,270.0,0
N84225  ,United States,33.5825,-117.1263,396.24,28.46,192.53,0
8AH     ,Australia,-33.899,150.9733,274.32,50.43,18.43,0
MAC136  ,Morocco,41.6275,-2.4337,11269.98,252.17,205.89,0
N251CF  ,United States,35.2634,-115.8499,6156.96,136.9,227.44,0
N6660H  ,United States,32.5616,-96.4033,548.64,52.06,168.02,0
CEB637  ,Philippines,13.4271,120.4993,8183.88,218.86,205.18,0
S5BBV   ,Slovenia,46.0916,14.763,1409.7,116.85,257.8,0
SKW3779 ,United States,45.6819,-122.5861,8534.4,246.81,356.77,0
OMA132  ,Oman,47.9352,7.3422,10050.78,269.08,108.16,0
N5226D  ,United States,46.9017,-96.84,464.82,39.78,174.81,0
EJA646  ,United States,41.9352,-78.6779,11887.2,255.65,96.24,0
AAL1005 ,United States,33.5408,-111.1835,4343.4,209.7,71.25,0
THY9ZY  ,Turkey,41.0356,28.7118,830.58,102.76,9.51,0
POE160  ,Canada,43.8832,-79.384,1699.26,115.21,162.86,0
ENY3825 ,United States,27.8024,-99.3027,3832.86,183.84,18.94,0
N52090  ,United States,40.6205,-89.5754,1005.84,47.02,217.0,0
SCA54   ,United States,33.2679,-111.9613,1516.38,51.12,331.11,0
DAL629  ,United States,44.1815,-108.454,10363.2,229.1,298.87,0
SKW4972 ,United States,40.399,-111.9046,2476.5,101.71,72.94,0
N5226R  ,United States,26.254,-80.1543,365.76,57.98,131.04,0
POE372  ,Canada,47.0508,-79.0413,11887.2,251.86,109.32,0
POE544  ,Canada,35.8526,-80.5248,11277.6,217.54,8.7,0
POE206  ,Canada,44.2576,-78.6722,4267.2,125.05,204.03,0
POE652  ,Canada,41.5144,-88.4261,11887.2,257.45,68.3,0
MAC122J ,Morocco,37.4877,-1.7947000000000002,11285.22,237.72,203.74,0
EJA303  ,United States,41.03,-74.9683,1927.86,161.03,121.81,0
N62112  ,United States,36.6187,-87.3731,472.44,44.78,47.33,0
ZKPPG   ,New Zealand,-41.5594,174.1578,358.14,45.88,162.38,0
ACN5198 ,Brazil,-22.4749,-47.7826,3048.0,83.2,325.33,0
N81ER   ,United States,38.1306,-86.5229,12496.8,185.66,5.88,0
QLK340D ,Australia,-32.4022,149.7279,7018.02,191.91,35.95,0
QLK14D  ,Australia,-33.7509,151.1089,1051.56,105.27,127.65,0
PAC998  ,United States,59.4584,-167.8005,10058.4,260.63,72.07,0
VOL05   ,New Zealand,-38.2262,176.5071,975.36,0.0,0.0,0
UAL598  ,United States,41.7602,-86.83840000000001,11277.6,265.52,88.67,0
N256J   ,United States,33.4366,-117.648,1478.28,74.21,135.56,0
ADSB123 ,Canada,28.4328,-82.3586,3962.4,91.89,150.85,0
ZKCJV   ,New Zealand,-37.5369,175.2734,518.16,32.1,21.63,0
N2021J  ,United States,31.3032,-94.8817,5059.68,149.1,205.77,0
N251AS  ,United States,35.5389,-77.8901,640.08,44.67,215.15,0
SKW3794 ,United States,43.757,-118.2387,10972.8,268.46,7.82,0
N4200K  ,United States,38.8453,-87.3004,11887.2,232.45,48.23,0
GPD136  ,United States,18.3046,-65.3718,3992.88,115.69,105.21,0
DAL2708 ,United States,42.3685,-71.2639,2651.76,129.22,249.98,0
MXY744  ,United States,36.2534,-77.3615,7719.06,239.85,56.11,0
N792SP  ,United States,61.2158,-149.8138,335.28,38.57,279.21,0
OMA118  ,Oman,45.8503,16.5728,11277.6,255.54,114.5,0
N179KC  ,United States,36.0352,-76.8664,13106.4,212.03,204.51,0
JEI212  ,Germany,48.3628,11.7677,358.14,64.71,83.61,0
NJM95   ,United States,26.4421,-80.5611,4518.66,157.97,345.28,0
DAL322  ,United States,34.756,-83.0926,7452.36,196.48,223.73,0
N95TV   ,United States,40.8273,-73.9485,365.76,34.57,53.47,0
UAL888  ,United States,44.924,-124.2313,9144.0,252.36,355.44,0
N508EH  ,United States,60.7387,-151.3112,,0.0,42.19,0
ZKTZH   ,New Zealand,-36.5604,174.726,731.52,48.94,266.99,0
N33TP   ,United States,32.9476,-79.7959,297.18,60.89,166.32,0
N258CA  ,United States,32.8276,-117.1634,480.06,39.97,301.85,0
BTK6140 ,Indonesia,-3.932,111.9925,10668.0,229.9,62.12,0
ASA310  ,United States,38.9633,-77.7378,1897.38,149.19,94.75,0
MAC344R ,Morocco,44.9337,2.8962,10607.04,247.05,234.92,0
DAL895  ,United States,32.1683,-104.0594,9144.0,203.66,260.11,0
ANE1041 ,Spain,39.6139,3.8553,2522.22,154.68,82.35,0
CPA250  ,China,44.7547,25.75,10058.4,248.01,116.35,0
N325SP  ,United States,40.447,-104.9421,2011.68,50.94,1.16,0
CFHGC   ,Canada,43.2487,-79.8067,967.74,60.21,229.5,0
ITY1176 ,Ireland,42.1313,11.9291,10363.2,221.35,325.13,0
AIC142  ,India,45.1651,24.2078,11879.58,248.85,113.39,0
N137VU  ,United States,40.6569,-96.2798,1623.06,61.14,120.88,0
PWR2    ,United States,32.4117,-97.2833,1287.78,116.4,319.48,0
AIC312  ,India,25.3832,86.0606,11277.6,286.25,110.85,0
UAL803  ,United States,49.438,-99.9738,9753.6,231.92,293.95,0
N508KD  ,United States,30.469,-87.2084,121.92,47.54,76.87,0
CPA624  ,China,12.9862,80.0746,11277.6,246.46,88.92,0
AIC306  ,India,25.2868,86.5913,11887.2,273.72,114.54,0
FDB2LA  ,United Arab Emirates,51.5182,78.2829,11277.6,263.73,62.09,0
N541B   ,United States,33.1271,-117.2785,,0.06,258.75,0
N8279N  ,United States,28.1822,-80.8267,822.96,45.6,11.06,0
ATN3301 ,United States,32.4171,-101.2756,10972.8,198.27,265.09,0
N739TS  ,United States,33.0605,-96.5925,777.24,38.59,0.76,0
JEC5166 ,Chile,5.6445,-73.8359,8199.12,219.84,11.34,0
CGPEW   ,Canada,51.6216,-114.1555,1562.1,56.75,22.38,0
N66863  ,United States,38.923,-94.5459,1409.7,72.43,163.5,0
N700P   ,United States,35.8803,-78.862,449.58,65.82,301.58,0
,China,49.1973,-123.1817,,1.03,306.56,0
CKK222  ,China,34.2118,-119.2574,7025.64,208.67,320.5,0
AAL91   ,United States,41.972,-87.8941,,6.69,95.62,0
N418FM  ,United States,28.5767,-81.552,861.06,109.51,153.19,0
JBU569  ,United States,42.3551,-70.9947,,7.2,135.0,0
QFA25   ,Australia,35.4948,139.837,312.42,74.47,329.72,0
AAL1837 ,United States,41.9383,-95.3467,10363.2,198.45,263.15,0
JAP7750 ,Chile,-5.7031,-75.9412,11277.6,227.83,12.12,0
NKS461  ,United States,33.3518,-112.5021,10972.8,207.25,290.64,0
TUX1731 ,Tunisia,38.3998,11.8439,6400.8,137.71,218.33,0
AAL2933 ,United States,31.395,-81.3584,11277.6,243.07,24.78,0
VLG428D ,Spain,51.2661,11.6367,10607.04,217.04,203.47,0
UPS99   ,United States,61.0867,-150.8353,2148.84,133.3,42.18,0
OST47   ,United States,36.1177,-96.7488,1181.1,69.12,261.87,0
AAL362  ,United States,34.358,-89.6727,11285.22,270.21,66.31,0
CPA2071 ,China,23.1545,118.8805,10972.8,244.59,237.28,0
,United States,42.372,-71.0251,,1.8,213.75,0
CGPGT   ,Canada,51.2009,-114.4675,2133.6,55.71,4.24,0
ADS244  ,Canada,41.1582,-80.0908,12192.0,202.62,278.03,0
BFD65H  ,Germany,51.6824,9.1232,8839.2,241.5,53.84,0
JSX405  ,United States,34.7603,-114.2417,8839.2,237.28,91.86,0
CPA566  ,China,32.8081,133.1396,9837.42,262.28,45.24,0
SKW5509 ,United States,42.5588,-123.827,5158.74,158.06,333.52,0
JAP7733 ,Chile,-12.7262,-77.0828,5707.38,196.36,172.02,0
PTR2514 ,Canada,45.547,-74.8347,7315.2,144.79,232.07,0
TAM3204 ,Brazil,-23.5037,-47.252,7040.88,180.52,313.15,0
PTR2634 ,Canada,45.3037,-81.0013,7612.38,186.58,119.39,0
PTR2479 ,Canada,43.6032,-79.3225,1722.12,121.33,37.94,0
N757PE  ,United States,34.93,-98.2062,2712.72,79.83,153.6,0
SWA2795 ,United States,40.6176,-75.0806,3543.3,201.72,132.52,0
,United States,40.7914,-111.9875,,9.77,84.38,0
BIGGIE3 ,United States,40.6475,-89.6674,373.38,41.57,306.44,0
ITY1630 ,Ireland,45.2361,9.2994,1120.14,112.45,355.8,0
N596RV  ,United States,29.686700000000002,-96.8669,3489.96,88.22,76.86,0
LXJ426  ,United States,31.5598,-105.0529,13106.4,196.76,284.07,0
N85ER   ,United States,42.102,-102.6265,13716.0,232.81,81.87,0
UAL160  ,United States,41.239,-88.4971,9753.6,227.51,203.03,0
EJA325  ,United States,39.578,-80.2083,9631.68,247.52,147.99,0
AAL2553 ,United States,32.8361,-96.9126,2857.5,129.87,183.41,0
ALK173  ,Sri Lanka,12.5232,77.9993,6446.52,237.96,339.76,0
RYR4TP  ,Ireland,44.4029,23.9066,10378.44,228.22,265.09,0
QFA124  ,Australia,-34.406,153.2731,9441.18,184.72,358.88,0
I2331   ,Italy,42.2195,11.2116,3398.52,149.15,135.28,0
SWA1961 ,United States,33.8902,-118.3932,2979.42,137.77,282.95,0
N628VT  ,United States,34.0561,-117.6005,2415.54,117.5,278.31,0
